ANIO;MES;DIA;HORA;PESPANIA;PPORTUGAL;
2009;08;06;17;3.957;3.957;
2009;08;06;18;3.96;3.96;
2009;08;06;19;3.805;3.805;
2009;08;06;20;3.668;3.668;
2009;08;06;21;3.52;3.52;
2009;08;06;22;3.7;3.7;
2009;08;06;23;3.46;3.45;
2009;08;06;24;3.475;3.147;
2009;08;07;1;3.34;3;
2009;08;07;2;3.06;2.85;
2009;08;07;3;2.382;2.382;
2009;08;07;4;2.251;1.526;
2009;08;07;5;2.244;1.5;
2009;08;07;6;2.255;2.001;
2009;08;07;7;2.921;2.921;
2009;08;07;8;3.338;3.338;
2009;08;07;9;3.347;3.347;
2009;08;07;10;3.544;3.544;
2009;08;07;11;3.755;3.755;
2009;08;07;12;3.751;3.751;
2009;08;07;13;3.822;3.822;
2009;08;07;14;3.805;3.805;
2009;08;07;15;3.715;3.543;
2009;08;07;16;3.8;3.668;
2009;08;07;17;3.767;3.7;
2009;08;07;18;3.774;3.774;
2009;08;07;19;3.7;3.7;
2009;08;07;20;3.578;3.5;
2009;08;07;21;3.5;3.4;
2009;08;07;22;3.522;3.522;
2009;08;07;23;3.759;3.3;
2009;08;07;24;3.72;3.322;
2009;08;08;1;3.655;3;
2009;08;08;2;3.355;2.954;
2009;08;08;3;3.342;2.55;
2009;08;08;4;3.088;2.6;
2009;08;08;5;3.092;2.2;
2009;08;08;6;3.008;2.2;
2009;08;08;7;3.006;2.303;
2009;08;08;8;2.501;2.501;
2009;08;08;9;3.33;2.85;
2009;08;08;10;3.52;3.079;
2009;08;08;11;3.565;3.565;
2009;08;08;12;3.6;3.6;
2009;08;08;13;3.655;3.655;
2009;08;08;14;3.668;3.668;
2009;08;08;15;3.655;3.4;
2009;08;08;16;3.659;3.6;
2009;08;08;17;3.655;3.543;
2009;08;08;18;3.655;3.544;
2009;08;08;19;3.48;3.123;
2009;08;08;20;3.474;3.2;
2009;08;08;21;3.45;3.45;
2009;08;08;22;3.843;3.843;
2009;08;08;23;3.864;3.864;
2009;08;08;24;3.715;3.5;
2009;08;09;1;3.812;3.812;
2009;08;09;2;3.655;3.655;
2009;08;09;3;3.322;3.322;
2009;08;09;4;3.16;3.16;
2009;08;09;5;2.9;2.9;
2009;08;09;6;2.85;2.85;
2009;08;09;7;2.8;2.8;
2009;08;09;8;2.301;2.301;
2009;08;09;9;2.301;2.301;
2009;08;09;10;2.85;2.85;
2009;08;09;11;3.198;2.96;
2009;08;09;12;3.202;3.008;
2009;08;09;13;3.356;3.2;
2009;08;09;14;3.356;3.222;
2009;08;09;15;3.371;3.25;
2009;08;09;16;3.358;3.322;
2009;08;09;17;3.356;3.05;
2009;08;09;18;3.35;3.124;
2009;08;09;19;3.366;3.1;
2009;08;09;20;3.36;3.322;
2009;08;09;21;3.485;3.485;
2009;08;09;22;3.815;3.815;
2009;08;09;23;4;4;
2009;08;09;24;3.719;3.719;
2009;08;10;1;3.908;3.908;
2009;08;10;2;3.21;3.21;
2009;08;10;3;2.541;2.541;
2009;08;10;4;2.301;2.301;
2009;08;10;5;2.248;2.248;
2009;08;10;6;2.301;2.301;
2009;08;10;7;2.992;2.992;
2009;08;10;8;3.3;3.3;
2009;08;10;9;3.218;3.218;
2009;08;10;10;3.35;3.224;
2009;08;10;11;3.543;3.543;
2009;08;10;12;3.544;3.544;
2009;08;10;13;3.655;3.655;
2009;08;10;14;3.674;3.674;
2009;08;10;15;3.655;3.4;
2009;08;10;16;3.805;3.8;
2009;08;10;17;3.85;3.812;
2009;08;10;18;3.948;3.948;
2009;08;10;19;3.87;3.87;
2009;08;10;20;3.819;3.8;
2009;08;10;21;3.808;3.602;
2009;08;10;22;3.89;3.89;
2009;08;10;23;3.815;3.44;
2009;08;10;24;3.684;3.224;
2009;08;11;1;3.475;3;
2009;08;11;2;3.338;2.85;
2009;08;11;3;3.343;2.55;
2009;08;11;4;3.166;2.444;
2009;08;11;5;2.996;1.75;
2009;08;11;6;3.007;2.5;
2009;08;11;7;2.923;2.923;
2009;08;11;8;3.3;3.123;
2009;08;11;9;3.341;3.341;
2009;08;11;10;3.45;3.45;
2009;08;11;11;3.65;3.65;
2009;08;11;12;3.655;3.655;
2009;08;11;13;3.715;3.715;
2009;08;11;14;3.72;3.72;
2009;08;11;15;3.655;3.525;
2009;08;11;16;3.764;3.681;
2009;08;11;17;3.719;3.7;
2009;08;11;18;3.833;3.833;
2009;08;11;19;3.769;3.769;
2009;08;11;20;3.759;3.74;
2009;08;11;21;3.808;3.74;
2009;08;11;22;3.95;3.95;
2009;08;11;23;3.819;3.681;
2009;08;11;24;3.715;3.35;
2009;08;12;1;3.351;3.233;
2009;08;12;2;3.1;2.992;
2009;08;12;3;3.05;2.805;
2009;08;12;4;2.707;2.707;
2009;08;12;5;2.55;2.55;
2009;08;12;6;2.707;2.707;
2009;08;12;7;3.007;3.007;
2009;08;12;8;3.35;3.35;
2009;08;12;9;3.579;3.579;
2009;08;12;10;3.674;3.674;
2009;08;12;11;3.805;3.805;
2009;08;12;12;3.822;3.822;
2009;08;12;13;3.957;3.957;
2009;08;12;14;3.948;3.948;
2009;08;12;15;3.7;3.7;
2009;08;12;16;3.8;3.8;
2009;08;12;17;3.8;3.8;
2009;08;12;18;3.927;3.927;
2009;08;12;19;3.846;3.846;
2009;08;12;20;3.808;3.8;
2009;08;12;21;3.819;3.819;
2009;08;12;22;3.905;3.905;
2009;08;12;23;3.819;3.623;
2009;08;12;24;3.708;3.2;
2009;08;13;1;3.353;3.353;
2009;08;13;2;3.17;2.85;
2009;08;13;3;3.095;2.6;
2009;08;13;4;3.009;2.5;
2009;08;13;5;2.998;2.2;
2009;08;13;6;2.55;2.55;
2009;08;13;7;2.888;2.888;
2009;08;13;8;3.33;3.33;
2009;08;13;9;3.431;3.431;
2009;08;13;10;3.659;3.659;
2009;08;13;11;3.764;3.764;
2009;08;13;12;3.769;3.769;
2009;08;13;13;3.846;3.846;
2009;08;13;14;3.89;3.89;
2009;08;13;15;3.684;3.601;
2009;08;13;16;3.85;3.681;
2009;08;13;17;3.87;3.74;
2009;08;13;18;3.9;3.9;
2009;08;13;19;3.89;3.89;
2009;08;13;20;3.879;3.879;
2009;08;13;21;3.9;3.9;
2009;08;13;22;4;4;
2009;08;13;23;3.89;3.807;
2009;08;13;24;3.773;3.3;
2009;08;14;1;3.485;3.364;
2009;08;14;2;3.35;3.161;
2009;08;14;3;3.345;2.888;
2009;08;14;4;3.346;2.691;
2009;08;14;5;3.166;2.63;
2009;08;14;6;3.1;2.85;
2009;08;14;7;3.161;3.161;
2009;08;14;8;3.44;3.44;
2009;08;14;9;3.655;3.655;
2009;08;14;10;3.807;3.807;
2009;08;14;11;4.045;4.045;
2009;08;14;12;3.89;3.89;
2009;08;14;13;3.985;3.985;
2009;08;14;14;4;4;
2009;08;14;15;3.764;3.431;
2009;08;14;16;4.065;3.5;
2009;08;14;17;4.05;3.543;
2009;08;14;18;4.045;3.8;
2009;08;14;19;3.89;3.702;
2009;08;14;20;3.89;3.822;
2009;08;14;21;3.89;3.846;
2009;08;14;22;3.96;3.96;
2009;08;14;23;4.065;3.807;
2009;08;14;24;3.89;3.5;
2009;08;15;1;3.7;3.7;
2009;08;15;2;3.643;3.643;
2009;08;15;3;3.3;3.3;
2009;08;15;4;3.274;3.274;
2009;08;15;5;3.062;3.062;
2009;08;15;6;3.1;3.1;
2009;08;15;7;3.102;3.102;
2009;08;15;8;3.129;3.129;
2009;08;15;9;3.198;3.198;
2009;08;15;10;3.362;3.362;
2009;08;15;11;3.543;3.543;
2009;08;15;12;3.4;3.4;
2009;08;15;13;3.5;3.5;
2009;08;15;14;3.445;3.445;
2009;08;15;15;3.3;3.3;
2009;08;15;16;3.275;3.274;
2009;08;15;17;3.35;3.35;
2009;08;15;18;3.364;3.364;
2009;08;15;19;3.4;3.4;
2009;08;15;20;3.6;3.6;
2009;08;15;21;3.808;3.808;
2009;08;15;22;4.112;4.112;
2009;08;15;23;4.133;4.133;
2009;08;15;24;3.901;3.901;
2009;08;16;1;3.8;3.8;
2009;08;16;2;3.355;3.355;
2009;08;16;3;3.307;3.307;
2009;08;16;4;3.244;3.244;
2009;08;16;5;3.15;3.15;
2009;08;16;6;3.15;3.15;
2009;08;16;7;3.15;3.15;
2009;08;16;8;3.15;3.15;
2009;08;16;9;3.1;3.1;
2009;08;16;10;3.244;3.244;
2009;08;16;11;3.364;3.364;
2009;08;16;12;3.5;3.5;
2009;08;16;13;3.59;3.59;
2009;08;16;14;3.5;3.5;
2009;08;16;15;3.275;3.275;
2009;08;16;16;3.3;3.3;
2009;08;16;17;3.244;3.244;
2009;08;16;18;3.307;3.307;
2009;08;16;19;3.355;3.355;
2009;08;16;20;3.358;3.358;
2009;08;16;21;3.522;3.522;
2009;08;16;22;3.85;3.85;
2009;08;16;23;4;4;
2009;08;16;24;3.659;3.659;
2009;08;17;1;3.89;3.89;
2009;08;17;2;3.35;3.35;
2009;08;17;3;3.1;3.1;
2009;08;17;4;2.98;2.98;
2009;08;17;5;2.98;2.98;
2009;08;17;6;3.05;3.05;
2009;08;17;7;3.33;3.33;
2009;08;17;8;3.85;3.85;
2009;08;17;9;3.8;3.8;
2009;08;17;10;3.719;3.719;
2009;08;17;11;4.125;4.125;
2009;08;17;12;3.92;3.92;
2009;08;17;13;4;4;
2009;08;17;14;3.89;3.89;
2009;08;17;15;3.475;3.475;
2009;08;17;16;3.599;3.599;
2009;08;17;17;3.599;3.599;
2009;08;17;18;3.679;3.679;
2009;08;17;19;3.655;3.655;
2009;08;17;20;3.599;3.599;
2009;08;17;21;3.48;3.48;
2009;08;17;22;3.698;3.698;
2009;08;17;23;3.461;3.461;
2009;08;17;24;3.4;3.4;
2009;08;18;1;3.352;3.28;
2009;08;18;2;3.116;3.116;
2009;08;18;3;3.05;3.05;
2009;08;18;4;2.998;2.998;
2009;08;18;5;2.9;2.9;
2009;08;18;6;2.992;2.992;
2009;08;18;7;3.163;3.163;
2009;08;18;8;3.448;3.448;
2009;08;18;9;3.598;3.598;
2009;08;18;10;3.708;3.708;
2009;08;18;11;4.282;4.282;
2009;08;18;12;4.045;4.045;
2009;08;18;13;4.045;4.045;
2009;08;18;14;3.92;3.92;
2009;08;18;15;3.51;3.51;
2009;08;18;16;3.599;3.599;
2009;08;18;17;3.655;3.655;
2009;08;18;18;3.802;3.802;
2009;08;18;19;3.879;3.879;
2009;08;18;20;3.843;3.843;
2009;08;18;21;3.843;3.843;
2009;08;18;22;4.145;4.145;
2009;08;18;23;3.759;3.759;
2009;08;18;24;3.445;3.4;
2009;08;19;1;3.355;3.35;
2009;08;19;2;3.1;3.016;
2009;08;19;3;3.092;2.953;
2009;08;19;4;2.913;2.913;
2009;08;19;5;2.871;2.871;
2009;08;19;6;2.913;2.913;
2009;08;19;7;3.157;3.157;
2009;08;19;8;3.461;3.461;
2009;08;19;9;3.708;3.708;
2009;08;19;10;3.764;3.764;
2009;08;19;11;4.213;4.213;
2009;08;19;12;4.213;4.213;
2009;08;19;13;4.307;4.307;
2009;08;19;14;4.282;4.282;
2009;08;19;15;3.611;3.611;
2009;08;19;16;3.708;3.708;
2009;08;19;17;3.719;3.719;
2009;08;19;18;3.807;3.807;
2009;08;19;19;3.802;3.802;
2009;08;19;20;3.759;3.759;
2009;08;19;21;3.808;3.808;
2009;08;19;22;4.125;4.125;
2009;08;19;23;3.755;3.755;
2009;08;19;24;3.461;3.461;
2009;08;20;1;3.45;3.45;
2009;08;20;2;3.193;3.157;
2009;08;20;3;3.097;2.992;
2009;08;20;4;2.913;2.913;
2009;08;20;5;2.842;2.842;
2009;08;20;6;2.871;2.871;
2009;08;20;7;3.062;3.062;
2009;08;20;8;3.35;3.35;
2009;08;20;9;3.51;3.51;
2009;08;20;10;3.579;3.579;
2009;08;20;11;4.243;4.243;
2009;08;20;12;4.234;4.234;
2009;08;20;13;4.388;4.388;
2009;08;20;14;4.399;4.399;
2009;08;20;15;3.719;3.719;
2009;08;20;16;3.922;3.922;
2009;08;20;17;3.885;3.885;
2009;08;20;18;4.012;4.012;
2009;08;20;19;3.69;3.69;
2009;08;20;20;3.52;3.52;
2009;08;20;21;3.48;3.48;
2009;08;20;22;3.819;3.819;
2009;08;20;23;3.515;3.515;
2009;08;20;24;3.363;3.28;
2009;08;21;1;3.344;3.344;
2009;08;21;2;3.012;3.012;
2009;08;21;3;2.901;2.901;
2009;08;21;4;2.825;2.825;
2009;08;21;5;2.75;2.75;
2009;08;21;6;2.825;2.825;
2009;08;21;7;3.012;3.012;
2009;08;21;8;3.353;3.353;
2009;08;21;9;3.515;3.515;
2009;08;21;10;3.52;3.52;
2009;08;21;11;3.802;3.802;
2009;08;21;12;3.764;3.764;
2009;08;21;13;4;4;
2009;08;21;14;4.261;4.261;
2009;08;21;15;3.515;3.515;
2009;08;21;16;3.598;3.598;
2009;08;21;17;3.578;3.578;
2009;08;21;18;3.515;3.515;
2009;08;21;19;3.475;3.475;
2009;08;21;20;3.4;3.4;
2009;08;21;21;3.4;3.4;
2009;08;21;22;3.7;3.7;
2009;08;21;23;3.711;3.711;
2009;08;21;24;3.402;3.402;
2009;08;22;1;3.972;3.972;
2009;08;22;2;3.598;3.598;
2009;08;22;3;3.25;3.25;
2009;08;22;4;3.14;3.14;
2009;08;22;5;3;3;
2009;08;22;6;2.965;2.965;
2009;08;22;7;3;3;
2009;08;22;8;3.198;3.198;
2009;08;22;9;3.207;3.207;
2009;08;22;10;3.543;3.543;
2009;08;22;11;3.562;3.562;
2009;08;22;12;3.655;3.655;
2009;08;22;13;3.708;3.708;
2009;08;22;14;3.674;3.674;
2009;08;22;15;3.473;3.473;
2009;08;22;16;3.43;3.43;
2009;08;22;17;3.46;3.46;
2009;08;22;18;3.4;3.4;
2009;08;22;19;3.35;3.35;
2009;08;22;20;3.365;3.365;
2009;08;22;21;3.562;3.562;
2009;08;22;22;4.066;4.066;
2009;08;22;23;4.089;4.089;
2009;08;22;24;3.655;3.655;
2009;08;23;1;3.5;3.5;
2009;08;23;2;3.355;3.355;
2009;08;23;3;3.279;3.279;
2009;08;23;4;3.207;3.207;
2009;08;23;5;3.122;3.122;
2009;08;23;6;3.14;3.14;
2009;08;23;7;3.12;3.12;
2009;08;23;8;3.05;3.05;
2009;08;23;9;2.981;2.981;
2009;08;23;10;3.234;3.234;
2009;08;23;11;3.383;3.383;
2009;08;23;12;3.392;3.392;
2009;08;23;13;3.463;3.463;
2009;08;23;14;3.463;3.463;
2009;08;23;15;3.349;3.349;
2009;08;23;16;3.234;3.234;
2009;08;23;17;3.199;3.199;
2009;08;23;18;3.207;3.207;
2009;08;23;19;3.28;3.28;
2009;08;23;20;3.389;3.389;
2009;08;23;21;3.484;3.484;
2009;08;23;22;4.21;4.21;
2009;08;23;23;4.373;4.373;
2009;08;23;24;3.972;3.972;
2009;08;24;1;3.35;3.35;
2009;08;24;2;3;3;
2009;08;24;3;2.85;2.85;
2009;08;24;4;2.611;2.611;
2009;08;24;5;2.6;2.6;
2009;08;24;6;2.691;2.691;
2009;08;24;7;3.082;3.082;
2009;08;24;8;3.356;3.356;
2009;08;24;9;3.5;3.5;
2009;08;24;10;3.655;3.655;
2009;08;24;11;4.35;4.35;
2009;08;24;12;4.375;4.375;
2009;08;24;13;4.426;4.426;
2009;08;24;14;4.498;4.498;
2009;08;24;15;4.201;4.201;
2009;08;24;16;3.97;3.97;
2009;08;24;17;3.896;3.896;
2009;08;24;18;4.125;4.125;
2009;08;24;19;3.805;3.805;
2009;08;24;20;3.819;3.819;
2009;08;24;21;3.815;3.815;
2009;08;24;22;4.351;4.351;
2009;08;24;23;3.759;3.759;
2009;08;24;24;3.5;3.5;
2009;08;25;1;3.37;3.37;
2009;08;25;2;3;3;
2009;08;25;3;2.825;2.825;
2009;08;25;4;2.6;2.6;
2009;08;25;5;2.29;2.29;
2009;08;25;6;2.8;2.8;
2009;08;25;7;3.093;3.093;
2009;08;25;8;3.355;3.355;
2009;08;25;9;3.373;3.373;
2009;08;25;10;3.655;3.655;
2009;08;25;11;3.911;3.911;
2009;08;25;12;3.911;3.911;
2009;08;25;13;4.3;4.3;
2009;08;25;14;4.341;4.341;
2009;08;25;15;3.805;3.805;
2009;08;25;16;3.805;3.805;
2009;08;25;17;3.885;3.885;
2009;08;25;18;4.25;4.25;
2009;08;25;19;3.8;3.8;
2009;08;25;20;3.819;3.819;
2009;08;25;21;3.819;3.819;
2009;08;25;22;4.389;4.389;
2009;08;25;23;3.911;3.911;
2009;08;25;24;3.7;3.7;
2009;08;26;1;3.349;3.27;
2009;08;26;2;2.998;2.998;
2009;08;26;3;2.95;2.95;
2009;08;26;4;2.9;2.9;
2009;08;26;5;2.82;2.82;
2009;08;26;6;2.901;2.901;
2009;08;26;7;3.197;3.197;
2009;08;26;8;3.461;3.461;
2009;08;26;9;3.659;3.659;
2009;08;26;10;3.843;3.843;
2009;08;26;11;4.283;4.283;
2009;08;26;12;4.176;4.176;
2009;08;26;13;4.307;4.307;
2009;08;26;14;4.319;4.319;
2009;08;26;15;3.711;3.711;
2009;08;26;16;3.8;3.8;
2009;08;26;17;3.885;3.885;
2009;08;26;18;4.14;4.14;
2009;08;26;19;3.911;3.911;
2009;08;26;20;3.965;3.965;
2009;08;26;21;4.14;4.14;
2009;08;26;22;4.538;4.538;
2009;08;26;23;3.965;3.965;
2009;08;26;24;3.684;3.684;
2009;08;27;1;3.5;3.5;
2009;08;27;2;3.207;3.207;
2009;08;27;3;3.101;3.101;
2009;08;27;4;3.003;3.003;
2009;08;27;5;2.95;2.95;
2009;08;27;6;2.95;2.95;
2009;08;27;7;3.3;3.3;
2009;08;27;8;3.369;3.369;
2009;08;27;9;3.67;3.67;
2009;08;27;10;3.84;3.84;
2009;08;27;11;4.407;4.407;
2009;08;27;12;4.294;4.294;
2009;08;27;13;4.438;4.438;
2009;08;27;14;4.4;4.4;
2009;08;27;15;3.84;3.84;
2009;08;27;16;3.865;3.865;
2009;08;27;17;3.95;3.95;
2009;08;27;18;4.245;4.245;
2009;08;27;19;4.096;4.096;
2009;08;27;20;3.944;3.944;
2009;08;27;21;3.944;3.944;
2009;08;27;22;4.06;4.06;
2009;08;27;23;3.736;3.736;
2009;08;27;24;3.507;3.507;
2009;08;28;1;3.46;3.46;
2009;08;28;2;3.25;3.25;
2009;08;28;3;3.104;3.104;
2009;08;28;4;2.966;2.966;
2009;08;28;5;2.85;2.85;
2009;08;28;6;2.85;2.85;
2009;08;28;7;3.27;3.27;
2009;08;28;8;3.5;3.5;
2009;08;28;9;3.764;3.907;
2009;08;28;10;3.8;3.8;
2009;08;28;11;4.245;4.4;
2009;08;28;12;4.315;4.59;
2009;08;28;13;4.601;4.601;
2009;08;28;14;4.6;4.6;
2009;08;28;15;4.075;4.075;
2009;08;28;16;3.796;3.796;
2009;08;28;17;3.789;3.789;
2009;08;28;18;3.865;3.865;
2009;08;28;19;3.708;3.708;
2009;08;28;20;3.65;3.65;
2009;08;28;21;3.649;3.649;
2009;08;28;22;3.796;3.796;
2009;08;28;23;3.644;3.644;
2009;08;28;24;3.46;3.46;
2009;08;29;1;3.907;3.907;
2009;08;29;2;3.535;3.535;
2009;08;29;3;3.163;3.163;
2009;08;29;4;2.9;2.9;
2009;08;29;5;2.644;2.644;
2009;08;29;6;2.304;2.304;
2009;08;29;7;2.401;2.401;
2009;08;29;8;2.75;2.75;
2009;08;29;9;3;3;
2009;08;29;10;3.256;3.256;
2009;08;29;11;3.58;3.58;
2009;08;29;12;3.54;3.54;
2009;08;29;13;3.8;3.8;
2009;08;29;14;3.84;3.84;
2009;08;29;15;3.61;3.61;
2009;08;29;16;3.61;3.61;
2009;08;29;17;3.572;3.572;
2009;08;29;18;3.634;3.634;
2009;08;29;19;3.494;3.494;
2009;08;29;20;3.701;3.701;
2009;08;29;21;3.865;3.865;
2009;08;29;22;4.4;4.4;
2009;08;29;23;4.075;4.075;
2009;08;29;24;3.764;3.764;
2009;08;30;1;3.764;3.764;
2009;08;30;2;3.365;3.365;
2009;08;30;3;3.355;3.207;
2009;08;30;4;3.35;3.007;
2009;08;30;5;3.094;2.8;
2009;08;30;6;3.09;2.807;
2009;08;30;7;3.006;2.807;
2009;08;30;8;3.197;2.75;
2009;08;30;9;2.844;2.844;
2009;08;30;10;3.199;3;
2009;08;30;11;3.256;3.256;
2009;08;30;12;3.44;3.44;
2009;08;30;13;3.764;3.764;
2009;08;30;14;3.684;3.684;
2009;08;30;15;3.51;3.51;
2009;08;30;16;3.455;3.333;
2009;08;30;17;3.393;3.256;
2009;08;30;18;3.455;3.333;
2009;08;30;19;3.48;3.48;
2009;08;30;20;3.84;3.84;
2009;08;30;21;4.133;4.133;
2009;08;30;22;4.713;4.713;
2009;08;30;23;4.889;4.889;
2009;08;30;24;4.308;4.308;
2009;08;31;1;3.764;3.764;
2009;08;31;2;3.35;3.207;
2009;08;31;3;3.167;2.916;
2009;08;31;4;3.05;2.691;
2009;08;31;5;3.088;2.65;
2009;08;31;6;3.05;2.65;
2009;08;31;7;3.113;3.113;
2009;08;31;8;3.479;3.479;
2009;08;31;9;3.744;3.744;
2009;08;31;10;3.862;3.862;
2009;08;31;11;4.164;4.164;
2009;08;31;12;4.315;4.315;
2009;08;31;13;4.502;4.502;
2009;08;31;14;4.461;4.461;
2009;08;31;15;3.907;3.907;
2009;08;31;16;3.93;3.93;
2009;08;31;17;4.075;4.075;
2009;08;31;18;4.175;4.175;
2009;08;31;19;4.107;4.107;
2009;08;31;20;4.099;4.099;
2009;08;31;21;4.075;4.075;
2009;08;31;22;4.4;4.4;
2009;08;31;23;4.001;4.001;
2009;08;31;24;3.596;3.596;
2009;09;01;1;3.373;3.17;
2009;09;01;2;3.096;3.096;
2009;09;01;3;3.011;3.011;
2009;09;01;4;3;3;
2009;09;01;5;2.9;2.9;
2009;09;01;6;2.95;2.95;
2009;09;01;7;3.28;3.28;
2009;09;01;8;3.511;3.511;
2009;09;01;9;3.852;3.852;
2009;09;01;10;4.245;4.245;
2009;09;01;11;4.595;4.595;
2009;09;01;12;4.752;4.752;
2009;09;01;13;4.828;4.828;
2009;09;01;14;4.532;4.532;
2009;09;01;15;4.075;4.075;
2009;09;01;16;4.146;4.146;
2009;09;01;17;4.164;4.164;
2009;09;01;18;4.232;4.232;
2009;09;01;19;3.909;3.909;
2009;09;01;20;3.865;3.865;
2009;09;01;21;4.096;4.096;
2009;09;01;22;4.2;4.2;
2009;09;01;23;3.588;3.588;
2009;09;01;24;3.48;3.48;
2009;09;02;1;3.371;3.25;
2009;09;02;2;3.133;3.133;
2009;09;02;3;3.1;3.1;
2009;09;02;4;3.05;3.05;
2009;09;02;5;3.009;3.009;
2009;09;02;6;3.009;3.009;
2009;09;02;7;3.303;3.303;
2009;09;02;8;3.527;3.527;
2009;09;02;9;3.8;3.8;
2009;09;02;10;4.275;4.275;
2009;09;02;11;4.517;4.517;
2009;09;02;12;4.602;4.602;
2009;09;02;13;4.561;4.561;
2009;09;02;14;4.225;4.225;
2009;09;02;15;3.776;3.776;
2009;09;02;16;3.787;3.787;
2009;09;02;17;3.776;3.776;
2009;09;02;18;3.776;3.776;
2009;09;02;19;3.679;3.679;
2009;09;02;20;3.588;3.588;
2009;09;02;21;3.801;3.801;
2009;09;02;22;3.907;3.907;
2009;09;02;23;3.471;3.471;
2009;09;02;24;3.46;3.32;
2009;09;03;1;3.366;3.193;
2009;09;03;2;2.933;2.933;
2009;09;03;3;2.885;2.885;
2009;09;03;4;2.872;2.872;
2009;09;03;5;2.85;2.85;
2009;09;03;6;2.851;2.851;
2009;09;03;7;3.28;3.28;
2009;09;03;8;3.534;3.534;
2009;09;03;9;3.864;3.864;
2009;09;03;10;4;4;
2009;09;03;11;4.211;4.211;
2009;09;03;12;4.34;4.34;
2009;09;03;13;4.5;4.5;
2009;09;03;14;4.211;4.211;
2009;09;03;15;3.864;3.864;
2009;09;03;16;3.864;3.864;
2009;09;03;17;3.87;3.87;
2009;09;03;18;3.952;3.952;
2009;09;03;19;3.76;3.76;
2009;09;03;20;3.67;3.67;
2009;09;03;21;3.94;3.94;
2009;09;03;22;4.199;4.199;
2009;09;03;23;3.569;3.569;
2009;09;03;24;3.47;3.47;
2009;09;04;1;3.35;3.28;
2009;09;04;2;3;3;
2009;09;04;3;2.95;2.95;
2009;09;04;4;3;3;
2009;09;04;5;2.95;2.95;
2009;09;04;6;2.907;2.907;
2009;09;04;7;3.364;3.364;
2009;09;04;8;3.864;3.864;
2009;09;04;9;4.1;4.1;
2009;09;04;10;4.5;4.5;
2009;09;04;11;4.211;4.211;
2009;09;04;12;4.3;4.3;
2009;09;04;13;4.225;4.225;
2009;09;04;14;3.896;3.896;
2009;09;04;15;3.5;3.5;
2009;09;04;16;3.5;3.5;
2009;09;04;17;3.507;3.507;
2009;09;04;18;3.523;3.523;
2009;09;04;19;3.47;3.47;
2009;09;04;20;3.42;3.42;
2009;09;04;21;3.5;3.5;
2009;09;04;22;3.569;3.569;
2009;09;04;23;3.47;3.47;
2009;09;04;24;3.47;3.47;
2009;09;05;1;3.72;3.72;
2009;09;05;2;3.5;3.5;
2009;09;05;3;3.007;3.007;
2009;09;05;4;2.75;2.75;
2009;09;05;5;2.6;2.6;
2009;09;05;6;2.6;2.6;
2009;09;05;7;2.6;2.6;
2009;09;05;8;2.807;2.807;
2009;09;05;9;3.033;3.033;
2009;09;05;10;3.45;3.45;
2009;09;05;11;3.6;3.6;
2009;09;05;12;3.485;3.485;
2009;09;05;13;3.49;3.49;
2009;09;05;14;3.507;3.507;
2009;09;05;15;3.49;3.49;
2009;09;05;16;3.48;3.48;
2009;09;05;17;3.45;3.45;
2009;09;05;18;3.507;3.507;
2009;09;05;19;3.49;3.49;
2009;09;05;20;3.53;3.53;
2009;09;05;21;4.297;4.297;
2009;09;05;22;5.205;5.205;
2009;09;05;23;4.207;4.207;
2009;09;05;24;4.1;4.1;
2009;09;06;1;3.65;3.65;
2009;09;06;2;3.301;3.301;
2009;09;06;3;2.901;2.901;
2009;09;06;4;2.844;2.844;
2009;09;06;5;2.859;2.859;
2009;09;06;6;2.856;2.856;
2009;09;06;7;2.751;2.751;
2009;09;06;8;2.801;2.801;
2009;09;06;9;2.769;2.769;
2009;09;06;10;3.222;3.222;
2009;09;06;11;3.6;3.6;
2009;09;06;12;3.696;3.696;
2009;09;06;13;3.607;3.607;
2009;09;06;14;3.6;3.6;
2009;09;06;15;3.523;3.523;
2009;09;06;16;3.382;3.382;
2009;09;06;17;3.351;3.351;
2009;09;06;18;3.303;3.303;
2009;09;06;19;3.303;3.303;
2009;09;06;20;3.45;3.45;
2009;09;06;21;4.051;4.271;
2009;09;06;22;4.416;5.995;
2009;09;06;23;4.151;4.839;
2009;09;06;24;4.065;4.217;
2009;09;07;1;3.616;3.616;
2009;09;07;2;3.222;3.222;
2009;09;07;3;2.868;2.868;
2009;09;07;4;2.769;2.769;
2009;09;07;5;2.7;2.7;
2009;09;07;6;2.7;2.7;
2009;09;07;7;3.369;3.369;
2009;09;07;8;3.601;3.601;
2009;09;07;9;3.764;3.764;
2009;09;07;10;3.801;3.801;
2009;09;07;11;4;4;
2009;09;07;12;4.269;4.269;
2009;09;07;13;4.4;4.4;
2009;09;07;14;4.269;4.269;
2009;09;07;15;3.68;3.68;
2009;09;07;16;3.971;3.971;
2009;09;07;17;3.966;3.966;
2009;09;07;18;4.207;4.207;
2009;09;07;19;3.801;3.801;
2009;09;07;20;3.706;3.706;
2009;09;07;21;3.966;3.966;
2009;09;07;22;4.261;4.261;
2009;09;07;23;3.62;3.62;
2009;09;07;24;3.523;3.523;
2009;09;08;1;3.367;3.305;
2009;09;08;2;3.1;3.1;
2009;09;08;3;2.901;2.901;
