ANIO;MES;DIA;HORA;PESPANIA;PPORTUGAL;
2012;02;05;4;41.31;41.31;
2012;02;05;5;39.02;39.02;
2012;02;05;6;38.57;38.57;
2012;02;05;7;39.37;39.37;
2012;02;05;8;39.68;39.68;
2012;02;05;9;36.15;36.15;
2012;02;05;10;38.57;38.57;
2012;02;05;11;49.72;49.72;
2012;02;05;12;49.72;49.72;
2012;02;05;13;50;50;
2012;02;05;14;49.72;49.72;
2012;02;05;15;44.56;44.56;
2012;02;05;16;35.13;35.13;
2012;02;05;17;32.5;32.5;
2012;02;05;18;33.13;33.13;
2012;02;05;19;44.56;44.56;
2012;02;05;20;52.03;52.03;
2012;02;05;21;56.45;56.45;
2012;02;05;22;64.97;64.97;
2012;02;05;23;63.5;63.5;
2012;02;05;24;56.38;56.38;
2012;02;06;1;49.72;49.72;
2012;02;06;2;37.02;37.02;
2012;02;06;3;30.97;22.07;
2012;02;06;4;31.04;17.07;
2012;02;06;5;30.97;22.07;
2012;02;06;6;28.07;28.07;
2012;02;06;7;35.8;35.8;
2012;02;06;8;53.54;53.54;
2012;02;06;9;55;55;
2012;02;06;10;62.9;62.9;
2012;02;06;11;62.03;62.03;
2012;02;06;12;57.58;57.58;
2012;02;06;13;60.9;60.9;
2012;02;06;14;55;55;
2012;02;06;15;53.54;53.54;
2012;02;06;16;51.14;51.14;
2012;02;06;17;51.02;51.02;
2012;02;06;18;53.54;53.54;
2012;02;06;19;66;66;
2012;02;06;20;72.55;72.55;
2012;02;06;21;71.36;71.36;
2012;02;06;22;71.59;71.59;
2012;02;06;23;66.01;66.01;
2012;02;06;24;53.54;53.54;
2012;02;07;1;49.62;49.62;
2012;02;07;2;39.68;39.68;
2012;02;07;3;33.36;33.36;
2012;02;07;4;27.65;27.65;
2012;02;07;5;31.7;31.7;
2012;02;07;6;33.36;33.36;
2012;02;07;7;35.79;35.79;
2012;02;07;8;53.54;53.54;
2012;02;07;9;57.96;57.96;
2012;02;07;10;63.29;63.29;
2012;02;07;11;58.9;58.9;
2012;02;07;12;56.5;56.5;
2012;02;07;13;57.88;57.88;
2012;02;07;14;53.61;53.61;
2012;02;07;15;53.54;53.54;
2012;02;07;16;48.06;48.06;
2012;02;07;17;44.02;44.02;
2012;02;07;18;52.78;52.78;
2012;02;07;19;56.07;56.07;
2012;02;07;20;66.9;66.9;
2012;02;07;21;66.9;66.9;
2012;02;07;22;68.74;68.74;
2012;02;07;23;58.9;58.9;
2012;02;07;24;53.54;53.54;
2012;02;08;1;49.5;49.5;
2012;02;08;2;35.77;35.77;
2012;02;08;3;29.26;29.26;
2012;02;08;4;24.97;24.97;
2012;02;08;5;22.07;22.07;
2012;02;08;6;31.79;31.79;
2012;02;08;7;36.86;36.86;
2012;02;08;8;55.13;55.13;
2012;02;08;9;62.9;62.9;
2012;02;08;10;63.29;63.29;
2012;02;08;11;57.69;57.69;
2012;02;08;12;53.54;53.54;
2012;02;08;13;56.98;56.98;
2012;02;08;14;53.68;53.68;
2012;02;08;15;53.54;53.54;
2012;02;08;16;52.77;52.77;
2012;02;08;17;53;53;
2012;02;08;18;56.9;56.9;
2012;02;08;19;66.9;66.9;
2012;02;08;20;78.25;78.25;
2012;02;08;21;80.23;80.23;
2012;02;08;22;83.11;83.11;
2012;02;08;23;70.59;70.59;
2012;02;08;24;58.07;58.07;
2012;02;09;1;55.69;55.69;
2012;02;09;2;50.13;50.13;
2012;02;09;3;44.1;44.1;
2012;02;09;4;38.57;38.57;
2012;02;09;5;38.57;38.57;
2012;02;09;6;39.68;39.68;
2012;02;09;7;44.1;44.1;
2012;02;09;8;54.97;54.97;
2012;02;09;9;63.07;63.07;
2012;02;09;10;64.9;64.9;
2012;02;09;11;64.16;64.16;
2012;02;09;12;64.16;64.16;
2012;02;09;13;66.02;66.02;
2012;02;09;14;64.82;64.82;
2012;02;09;15;63.53;63.53;
2012;02;09;16;57.69;57.69;
2012;02;09;17;57.69;57.69;
2012;02;09;18;62.9;62.9;
2012;02;09;19;68.84;68.84;
2012;02;09;20;75.38;75.38;
2012;02;09;21;73.99;73.99;
2012;02;09;22;72.69;72.69;
2012;02;09;23;63.74;63.74;
2012;02;09;24;57.69;55.69;
2012;02;10;1;50;50;
2012;02;10;2;52.13;48.87;
2012;02;10;3;38.4;36.57;
2012;02;10;4;38.4;35.77;
2012;02;10;5;38.2;35.77;
2012;02;10;6;36.86;36.86;
2012;02;10;7;38.27;38.27;
2012;02;10;8;55;55;
2012;02;10;9;62.98;62.98;
2012;02;10;10;64.52;64.52;
2012;02;10;11;64.08;64.08;
2012;02;10;12;62.23;62.23;
2012;02;10;13;66.25;66.25;
2012;02;10;14;63.94;63.94;
2012;02;10;15;62.45;62.45;
2012;02;10;16;55.02;55.02;
2012;02;10;17;55.01;55.01;
2012;02;10;18;62.98;62.98;
2012;02;10;19;66;66;
2012;02;10;20;72.75;72.75;
2012;02;10;21;70.44;70.44;
2012;02;10;22;70.44;70.44;
2012;02;10;23;66;66;
2012;02;10;24;62.38;62.38;
2012;02;11;1;70;70;
2012;02;11;2;61.13;61.13;
2012;02;11;3;52.13;52.13;
2012;02;11;4;50;50;
2012;02;11;5;48.16;48.16;
2012;02;11;6;44.56;44.56;
2012;02;11;7;44.56;44.56;
2012;02;11;8;48.68;48.68;
2012;02;11;9;44.56;44.56;
2012;02;11;10;51.11;51.11;
2012;02;11;11;55.64;55.64;
2012;02;11;12;56.42;56.42;
2012;02;11;13;55.51;55.51;
2012;02;11;14;55.51;55.51;
2012;02;11;15;55.53;55.53;
2012;02;11;16;53;53;
2012;02;11;17;50;50;
2012;02;11;18;51.02;51.02;
2012;02;11;19;66.24;66.24;
2012;02;11;20;70.9;70.9;
2012;02;11;21;69.56;69.56;
2012;02;11;22;67.1;67.1;
2012;02;11;23;63.07;63.07;
2012;02;11;24;60.06;60.06;
2012;02;12;1;61.25;61.25;
2012;02;12;2;53.13;53.13;
2012;02;12;3;43.47;43.47;
2012;02;12;4;32.6;32.6;
2012;02;12;5;31.02;30;
2012;02;12;6;30.97;27.67;
2012;02;12;7;31;29.05;
2012;02;12;8;33.4;33.4;
2012;02;12;9;33.36;30;
2012;02;12;10;35.73;31.5;
2012;02;12;11;41.31;41.31;
2012;02;12;12;45.36;45.36;
2012;02;12;13;49.72;49.72;
2012;02;12;14;49.72;49.72;
2012;02;12;15;49.72;49.72;
2012;02;12;16;49;49;
2012;02;12;17;48.16;48.16;
2012;02;12;18;48.57;48.57;
2012;02;12;19;57.69;57.69;
2012;02;12;20;67.06;67.06;
2012;02;12;21;69.56;69.56;
2012;02;12;22;74.51;74.51;
2012;02;12;23;70.75;70.75;
2012;02;12;24;68.78;68.78;
2012;02;13;1;50;50;
2012;02;13;2;38;38;
2012;02;13;3;34.73;0.1;
2012;02;13;4;34.71;0.1;
2012;02;13;5;32.55;0.1;
2012;02;13;6;31.04;3;
2012;02;13;7;35.7;35.7;
2012;02;13;8;53.32;53.32;
2012;02;13;9;61.1;61.1;
2012;02;13;10;62;62;
2012;02;13;11;60.09;60.09;
2012;02;13;12;57.95;57.95;
2012;02;13;13;57;57;
2012;02;13;14;55;55;
2012;02;13;15;53.54;53.54;
2012;02;13;16;53.32;53.32;
2012;02;13;17;52.07;52.07;
2012;02;13;18;55;55;
2012;02;13;19;66.33;66.33;
2012;02;13;20;74.9;74.9;
2012;02;13;21;74.75;74.75;
2012;02;13;22;73.12;73.12;
2012;02;13;23;66.9;66.9;
2012;02;13;24;57.32;53.54;
2012;02;14;1;57.69;55.13;
2012;02;14;2;52.47;49.72;
2012;02;14;3;40.77;40.77;
2012;02;14;4;35.11;35.11;
2012;02;14;5;33.4;28.08;
2012;02;14;6;33.33;33.33;
2012;02;14;7;35.78;35.78;
2012;02;14;8;49.72;49.72;
2012;02;14;9;58.77;58.77;
2012;02;14;10;61.8;61.8;
2012;02;14;11;65.86;60.09;
2012;02;14;12;66.35;54.5;
2012;02;14;13;62.9;55;
2012;02;14;14;53.54;53.54;
2012;02;14;15;49.72;49.72;
2012;02;14;16;48.06;45.01;
2012;02;14;17;48.06;45.01;
2012;02;14;18;49.72;49.72;
2012;02;14;19;55.52;55.52;
2012;02;14;20;66.38;66.38;
2012;02;14;21;68.44;68.44;
2012;02;14;22;68.08;68.08;
2012;02;14;23;64.06;64.06;
2012;02;14;24;59.9;55;
2012;02;15;1;50;50;
2012;02;15;2;41.85;41.85;
2012;02;15;3;37.61;37.61;
2012;02;15;4;35.11;35.11;
2012;02;15;5;34.75;34.75;
2012;02;15;6;36.15;36.15;
2012;02;15;7;41.31;41.31;
2012;02;15;8;57.66;57.66;
2012;02;15;9;62.88;62.88;
2012;02;15;10;66.29;66.29;
2012;02;15;11;62.78;62.78;
2012;02;15;12;60;60;
2012;02;15;13;60.01;60.01;
2012;02;15;14;54.59;54.59;
2012;02;15;15;50.03;50.03;
2012;02;15;16;50;50;
2012;02;15;17;49.59;48.57;
2012;02;15;18;51.02;51.02;
2012;02;15;19;60.25;60.25;
2012;02;15;20;67.32;67.32;
2012;02;15;21;66.74;63.08;
2012;02;15;22;65.65;61;
2012;02;15;23;59.69;55.99;
2012;02;15;24;49.69;48.32;
2012;02;16;1;50;50;
2012;02;16;2;43.57;43.57;
2012;02;16;3;35.11;35.11;
2012;02;16;4;38.2;33.66;
2012;02;16;5;38.4;29.34;
2012;02;16;6;48.06;36.15;
2012;02;16;7;38.4;38.4;
2012;02;16;8;53.54;53.54;
2012;02;16;9;60.09;60.09;
2012;02;16;10;60.9;60.9;
2012;02;16;11;59.8;59.8;
2012;02;16;12;58.4;58.4;
2012;02;16;13;59.06;59.06;
2012;02;16;14;55.52;55.52;
2012;02;16;15;53.54;53.54;
2012;02;16;16;53;53;
2012;02;16;17;52.03;50.63;
2012;02;16;18;57;57;
2012;02;16;19;61.4;61.4;
2012;02;16;20;70.89;70.89;
2012;02;16;21;68;68;
2012;02;16;22;65.45;65.45;
2012;02;16;23;60.09;60.09;
2012;02;16;24;54.5;54.5;
2012;02;17;1;50;50;
2012;02;17;2;41.31;41.31;
2012;02;17;3;32.56;32.56;
2012;02;17;4;26.42;26.42;
2012;02;17;5;25.46;25.46;
2012;02;17;6;27.69;27.69;
2012;02;17;7;34.57;34.57;
2012;02;17;8;53.32;53.32;
2012;02;17;9;57.69;57.69;
2012;02;17;10;65.13;65.13;
2012;02;17;11;64.4;64.4;
2012;02;17;12;64.4;64.4;
2012;02;17;13;65.13;65.13;
2012;02;17;14;61.31;61.31;
2012;02;17;15;60.09;60.09;
2012;02;17;16;55.69;55.69;
2012;02;17;17;55.4;55.4;
2012;02;17;18;60;60;
2012;02;17;19;70.01;70.01;
2012;02;17;20;76.56;76.56;
2012;02;17;21;74.75;74.75;
2012;02;17;22;74.1;74.1;
2012;02;17;23;70.44;70.44;
2012;02;17;24;66;66;
2012;02;18;1;66.31;63.13;
2012;02;18;2;62.1;58;
2012;02;18;3;57.24;55.01;
2012;02;18;4;52.69;51.02;
2012;02;18;5;49.13;49.13;
2012;02;18;6;48.16;45.27;
2012;02;18;7;49.13;49.13;
2012;02;18;8;53.88;53.88;
2012;02;18;9;60.69;57.75;
2012;02;18;10;60.69;60.09;
2012;02;18;11;62.1;62.1;
2012;02;18;12;62.15;62.15;
2012;02;18;13;60.65;60.65;
2012;02;18;14;59.69;59.69;
2012;02;18;15;56.06;55.69;
2012;02;18;16;51.02;51.02;
2012;02;18;17;50.51;50.51;
2012;02;18;18;54;54;
2012;02;18;19;66.35;66.35;
2012;02;18;20;72.06;72.06;
2012;02;18;21;74.1;74.1;
2012;02;18;22;72;72;
2012;02;18;23;66.21;66.21;
2012;02;18;24;68.21;68.21;
2012;02;19;1;65;65;
2012;02;19;2;60;60;
2012;02;19;3;53.54;53.54;
2012;02;19;4;43.57;43.57;
2012;02;19;5;40.77;40.77;
2012;02;19;6;40.77;40.77;
2012;02;19;7;41;41;
2012;02;19;8;42.01;42.01;
2012;02;19;9;40.77;40.77;
2012;02;19;10;45.64;45.64;
2012;02;19;11;53;53;
2012;02;19;12;54.67;54.67;
2012;02;19;13;56.65;56.65;
2012;02;19;14;61.4;51.02;
2012;02;19;15;49;49;
2012;02;19;16;42.65;42.65;
2012;02;19;17;41.35;41.35;
2012;02;19;18;44.5;44.5;
2012;02;19;19;53.54;53.54;
2012;02;19;20;65.45;65.45;
2012;02;19;21;65.65;64.5;
2012;02;19;22;70.69;66.01;
2012;02;19;23;65.65;60.24;
2012;02;19;24;60.69;58.49;
2012;02;20;1;53.32;53.32;
2012;02;20;2;41.85;41.85;
2012;02;20;3;33.37;3;
2012;02;20;4;34.58;1;
2012;02;20;5;34.5;3;
2012;02;20;6;33.36;25.33;
2012;02;20;7;36.57;36.57;
2012;02;20;8;56.03;56.03;
2012;02;20;9;62.67;62.67;
2012;02;20;10;66.3;66.3;
2012;02;20;11;62.65;62.65;
2012;02;20;12;64.4;64.4;
2012;02;20;13;64.9;64.9;
2012;02;20;14;62.15;62.15;
2012;02;20;15;60.36;60.36;
2012;02;20;16;57;57;
2012;02;20;17;56;56;
2012;02;20;18;60.5;60.5;
2012;02;20;19;71.59;71.59;
2012;02;20;20;90.13;90.13;
2012;02;20;21;84.29;84.29;
2012;02;20;22;87.6;87.6;
2012;02;20;23;71.1;71.1;
2012;02;20;24;58.4;58.4;
2012;02;21;1;59.69;59.69;
2012;02;21;2;55.68;55.68;
2012;02;21;3;49.23;49.23;
2012;02;21;4;48.57;48.57;
2012;02;21;5;48.16;48.16;
2012;02;21;6;49.23;49.23;
2012;02;21;7;52.47;52.47;
2012;02;21;8;62;62;
2012;02;21;9;72.06;72.06;
2012;02;21;10;75;75;
2012;02;21;11;72.69;72.69;
2012;02;21;12;71;71;
2012;02;21;13;74.1;74.1;
2012;02;21;14;71;71;
2012;02;21;15;66.9;66.9;
2012;02;21;16;62.67;62.67;
2012;02;21;17;62.1;62.1;
2012;02;21;18;62.67;62.67;
2012;02;21;19;66.01;66.01;
2012;02;21;20;82.45;82.45;
2012;02;21;21;82.03;82.03;
2012;02;21;22;80.48;80.48;
2012;02;21;23;74.89;74.89;
2012;02;21;24;61.02;61.02;
2012;02;22;1;59.59;59.59;
2012;02;22;2;58;58;
2012;02;22;3;51.02;51.02;
2012;02;22;4;46.33;46.33;
2012;02;22;5;44.33;44.33;
2012;02;22;6;51.02;51.02;
2012;02;22;7;54.81;54.81;
2012;02;22;8;66;66;
2012;02;22;9;75.25;75.25;
2012;02;22;10;75.89;75.25;
2012;02;22;11;72.23;69.2;
2012;02;22;12;74.1;66.05;
2012;02;22;13;72.36;68.59;
2012;02;22;14;72;65;
2012;02;22;15;67.36;62.67;
2012;02;22;16;63;57;
2012;02;22;17;60.32;55.69;
2012;02;22;18;62.2;60.09;
2012;02;22;19;68.1;67;
2012;02;22;20;79.69;70;
2012;02;22;21;80.2;65.45;
2012;02;22;22;80.65;63.5;
2012;02;22;23;70.69;60.09;
2012;02;22;24;62.1;58.02;
2012;02;23;1;55.69;55.69;
2012;02;23;2;50.2;50.2;
2012;02;23;3;43.57;43.57;
2012;02;23;4;43;43;
2012;02;23;5;42.39;42.39;
2012;02;23;6;45;45;
2012;02;23;7;53.32;53.32;
2012;02;23;8;63.63;63.63;
2012;02;23;9;69.01;69.01;
2012;02;23;10;70.65;69.93;
2012;02;23;11;74.59;66.01;
2012;02;23;12;74.1;61;
2012;02;23;13;76;66.01;
2012;02;23;14;75;62.5;
2012;02;23;15;71.1;60.24;
2012;02;23;16;68.1;58.19;
2012;02;23;17;62.36;55.69;
2012;02;23;18;65.2;60;
2012;02;23;19;70.65;62.67;
2012;02;23;20;74.78;72.06;
2012;02;23;21;77.23;69;
2012;02;23;22;76.2;69;
2012;02;23;23;74.1;62.5;
2012;02;23;24;64.78;56.5;
2012;02;24;1;56.74;55.13;
2012;02;24;2;52.47;49.18;
2012;02;24;3;48.16;43.09;
2012;02;24;4;47.13;42.93;
2012;02;24;5;42.39;42.39;
2012;02;24;6;45;45;
2012;02;24;7;53.32;53.32;
2012;02;24;8;66.3;66.3;
2012;02;24;9;67;67;
2012;02;24;10;69.69;69.69;
2012;02;24;11;67.89;66.05;
2012;02;24;12;66;64;
2012;02;24;13;67.2;63.81;
2012;02;24;14;64.1;60;
2012;02;24;15;64.1;56;
2012;02;24;16;58;52.3;
2012;02;24;17;57;51.55;
2012;02;24;18;59.59;55.69;
2012;02;24;19;70.1;64.4;
2012;02;24;20;74.56;74.56;
2012;02;24;21;72.06;68.78;
2012;02;24;22;72;70.94;
2012;02;24;23;70.2;66.07;
2012;02;24;24;68;66.3;
2012;02;25;1;67.44;67.44;
2012;02;25;2;61.17;61.17;
2012;02;25;3;56.05;56.05;
2012;02;25;4;55;55;
2012;02;25;5;53.44;53.44;
2012;02;25;6;52.69;52.69;
2012;02;25;7;53.13;53.13;
2012;02;25;8;55;55;
2012;02;25;9;53.44;51.02;
2012;02;25;10;53.44;53.32;
2012;02;25;11;60.86;55.69;
2012;02;25;12;60.65;58;
2012;02;25;13;60.65;55.69;
2012;02;25;14;56.95;56.95;
2012;02;25;15;55.69;55.69;
2012;02;25;16;51.02;51.02;
2012;02;25;17;50;50;
2012;02;25;18;51.02;51.02;
2012;02;25;19;59.63;59.63;
2012;02;25;20;66;66;
2012;02;25;21;68.56;68.56;
2012;02;25;22;66.31;65.28;
2012;02;25;23;59.6;59.6;
2012;02;25;24;58.31;58.31;
2012;02;26;1;62.59;53.54;
2012;02;26;2;57;51.13;
2012;02;26;3;45;45;
2012;02;26;4;40;40;
2012;02;26;5;35.73;35.73;
2012;02;26;6;35.73;35.73;
2012;02;26;7;38;38;
2012;02;26;8;40.77;40.77;
2012;02;26;9;35.73;35.73;
2012;02;26;10;40;40;
2012;02;26;11;46.17;46.17;
2012;02;26;12;57;49.72;
2012;02;26;13;54.13;50.01;
2012;02;26;14;50.65;49.72;
2012;02;26;15;45.65;45.65;
2012;02;26;16;40.86;40.86;
2012;02;26;17;38.2;38.2;
2012;02;26;18;43.57;43.57;
2012;02;26;19;57;53.54;
2012;02;26;20;62.56;60;
2012;02;26;21;68.45;61;
2012;02;26;22;68.45;68.45;
2012;02;26;23;67.23;66;
2012;02;26;24;64.2;60;
2012;02;27;1;55.65;52.03;
2012;02;27;2;43.14;43.14;
2012;02;27;3;33.37;33.37;
2012;02;27;4;34.55;30;
2012;02;27;5;34.61;30;
2012;02;27;6;38.2;36.57;
2012;02;27;7;44.79;44.79;
2012;02;27;8;61.5;61.5;
2012;02;27;9;61.5;61.5;
2012;02;27;10;63.9;63.9;
2012;02;27;11;64.1;60;
2012;02;27;12;69;59;
2012;02;27;13;70.2;60.5;
2012;02;27;14;67.1;59;
2012;02;27;15;67.03;55;
2012;02;27;16;61.66;52.62;
2012;02;27;17;61.05;52;
2012;02;27;18;70.1;55.04;
2012;02;27;19;65.65;65.65;
2012;02;27;20;73.1;71.56;
2012;02;27;21;76.95;69.14;
2012;02;27;22;75.89;68.07;
2012;02;27;23;69.59;63.44;
2012;02;27;24;64.02;55.69;
2012;02;28;1;57;51.02;
2012;02;28;2;47.69;47.69;
2012;02;28;3;41;41;
2012;02;28;4;39.65;39.65;
2012;02;28;5;40.93;40.93;
2012;02;28;6;41.57;41.57;
2012;02;28;7;49;49;
2012;02;28;8;60.68;60.68;
2012;02;28;9;60.09;60.09;
2012;02;28;10;69;60.07;
2012;02;28;11;71;55.52;
2012;02;28;12;68.45;55.52;
2012;02;28;13;68.36;55.69;
2012;02;28;14;67.2;55.52;
2012;02;28;15;64;52.41;
2012;02;28;16;64.1;51.02;
2012;02;28;17;62;50.01;
2012;02;28;18;61.5;53.32;
2012;02;28;19;67.1;60.24;
2012;02;28;20;72.35;72.35;
2012;02;28;21;74.45;66.04;
2012;02;28;22;72.36;69.56;
2012;02;28;23;67.1;62;
2012;02;28;24;65.02;59.77;
2012;02;29;1;61.07;51.02;
2012;02;29;2;51.31;50;
2012;02;29;3;50.2;40.91;
2012;02;29;4;48.16;36.66;
2012;02;29;5;48.06;35.98;
2012;02;29;6;42.69;41.56;
2012;02;29;7;50.86;50.86;
2012;02;29;8;65.86;60;
2012;02;29;9;66.29;63.19;
2012;02;29;10;67.1;64.04;
2012;02;29;11;64.2;61.44;
2012;02;29;12;64.2;59.1;
2012;02;29;13;64.2;60;
2012;02;29;14;58.5;56.22;
2012;02;29;15;57.5;53.32;
2012;02;29;16;58.5;50;
2012;02;29;17;56.69;50;
2012;02;29;18;53.44;53.44;
2012;02;29;19;62.03;60;
2012;02;29;20;71.95;62.98;
2012;02;29;21;71;60.09;
2012;02;29;22;70.1;62.13;
2012;02;29;23;66;57.05;
2012;02;29;24;57.5;54;
2012;03;01;1;61.3;53.54;
2012;03;01;2;53.32;53.32;
2012;03;01;3;47.69;47.69;
2012;03;01;4;45.36;45.36;
2012;03;01;5;43.13;43.13;
2012;03;01;6;45.92;45.92;
2012;03;01;7;51.25;51.25;
2012;03;01;8;64.2;58.23;
2012;03;01;9;67.1;60.09;
2012;03;01;10;66.39;60.24;
2012;03;01;11;62.36;58.88;
2012;03;01;12;61.35;56.65;
2012;03;01;13;59.59;55.78;
2012;03;01;14;54.67;53.54;
2012;03;01;15;51.02;51.02;
2012;03;01;16;48.45;47.57;
2012;03;01;17;48;48;
2012;03;01;18;50;50;
2012;03;01;19;58.23;58.23;
2012;03;01;20;65.98;65.98;
2012;03;01;21;67.2;65;
2012;03;01;22;67.2;60.24;
2012;03;01;23;62.36;55.3;
2012;03;01;24;56.69;53.54;
2012;03;02;1;53.54;53.54;
2012;03;02;2;51.35;51.35;
2012;03;02;3;47.12;43.13;
2012;03;02;4;41.45;41.45;
2012;03;02;5;41.45;41.45;
2012;03;02;6;43.69;43.69;
2012;03;02;7;51.02;51.02;
2012;03;02;8;62.06;59.01;
2012;03;02;9;64.1;60.5;
2012;03;02;10;66;66;
2012;03;02;11;66;66;
2012;03;02;12;61.96;57.85;
2012;03;02;13;61.33;56;
2012;03;02;14;59.59;53.54;
2012;03;02;15;55.69;51.02;
2012;03;02;16;55.65;45.74;
2012;03;02;17;52.32;46;
2012;03;02;18;50.02;50.02;
2012;03;02;19;57;57;
2012;03;02;20;60.09;60.09;
2012;03;02;21;61.74;55.51;
2012;03;02;22;61.74;53.54;
2012;03;02;23;60.65;50.91;
2012;03;02;24;60.32;50;
2012;03;03;1;60.24;60.24;
2012;03;03;2;49.82;49.82;
2012;03;03;3;43.13;43.13;
2012;03;03;4;40;40;
2012;03;03;5;36.57;36.57;
2012;03;03;6;37.68;37.68;
2012;03;03;7;39.9;39.9;
2012;03;03;8;44.41;44.41;
2012;03;03;9;45.06;44.62;
2012;03;03;10;48.85;48.85;
2012;03;03;11;50.06;50.06;
2012;03;03;12;50.03;50.03;
2012;03;03;13;50;50;
2012;03;03;14;48.06;45.54;
2012;03;03;15;45.58;45.58;
2012;03;03;16;45.09;45.09;
2012;03;03;17;42.36;42.36;
2012;03;03;18;45.36;45.36;
2012;03;03;19;57.63;57.63;
2012;03;03;20;67.63;67.63;
2012;03;03;21;67.1;67.1;
2012;03;03;22;67.63;67.63;
2012;03;03;23;64.1;64.1;
2012;03;03;24;62.06;62.06;
2012;03;04;1;59.69;55;
2012;03;04;2;49.72;49.72;
2012;03;04;3;40.89;40.89;
2012;03;04;4;35.1;34;
2012;03;04;5;33.17;27.71;
2012;03;04;6;33.89;22.07;
2012;03;04;7;31.58;26.07;
2012;03;04;8;31.5;31.5;
2012;03;04;9;31.48;31.48;
2012;03;04;10;32.34;32.34;
2012;03;04;11;35.21;35.21;
2012;03;04;12;35.5;35.5;
2012;03;04;13;36.57;36.57;
2012;03;04;14;36.04;36.04;
2012;03;04;15;34.13;34.13;
2012;03;04;16;31.86;31.86;
2012;03;04;17;30.37;30.37;
2012;03;04;18;33.57;33.57;
2012;03;04;19;38.57;38.57;
2012;03;04;20;50;50;
2012;03;04;21;66.78;53.54;
2012;03;04;22;67.5;50;
2012;03;04;23;67.1;50.01;
2012;03;04;24;61.74;45;
2012;03;05;1;46.16;40.65;
2012;03;05;2;34.65;34.65;
2012;03;05;3;30;30;
2012;03;05;4;22.07;22.07;
2012;03;05;5;10.07;10.07;
2012;03;05;6;28;28;
2012;03;05;7;35.22;35.22;
2012;03;05;8;52.13;52.13;
2012;03;05;9;58.65;58.65;
2012;03;05;10;60.68;60.68;
2012;03;05;11;60.24;60.24;
2012;03;05;12;60.09;60.09;
2012;03;05;13;61.53;61.53;
2012;03;05;14;60.13;60.13;
2012;03;05;15;55.2;55.2;
2012;03;05;16;55;55;
2012;03;05;17;53.54;53.54;
2012;03;05;18;57.78;57.78;
2012;03;05;19;64.7;64.7;
2012;03;05;20;73.25;73.25;
2012;03;05;21;68.63;68.63;
2012;03;05;22;68.63;68.63;
2012;03;05;23;65.42;65.42;
2012;03;05;24;55;55;
2012;03;06;1;49.59;49.59;
2012;03;06;2;46.16;45.92;
2012;03;06;3;46.16;42;
2012;03;06;4;39.15;39.15;
2012;03;06;5;38.2;38.2;
2012;03;06;6;41.06;41.06;
2012;03;06;7;48.62;48.62;
2012;03;06;8;55.18;55.18;
2012;03;06;9;62.88;62.88;
2012;03;06;10;62.88;62.88;
2012;03;06;11;62.88;62.88;
2012;03;06;12;61.1;61.1;
2012;03;06;13;61.1;61.1;
2012;03;06;14;55;55;
2012;03;06;15;52.6;52.6;
2012;03;06;16;50;50;
2012;03;06;17;50.01;50.01;
2012;03;06;18;52.6;52.6;
2012;03;06;19;53.54;53.54;
2012;03;06;20;62.13;62.13;
2012;03;06;21;65.53;65.53;
2012;03;06;22;60.32;60.32;
2012;03;06;23;56;56;
2012;03;06;24;50.89;50.89;
2012;03;07;1;48.62;48.62;
2012;03;07;2;43.62;43.62;
2012;03;07;3;37;37;
2012;03;07;4;35.51;35.51;
2012;03;07;5;35.51;35.51;
2012;03;07;6;38.57;38.57;
2012;03;07;7;49.52;49.52;
2012;03;07;8;58.78;58.78;
2012;03;07;9;60.24;60.24;
2012;03;07;10;62.18;62.18;
2012;03;07;11;66.48;60.25;
2012;03;07;12;70.1;58.1;
2012;03;07;13;71.29;59.74;
2012;03;07;14;70.86;56.75;
2012;03;07;15;65.65;54.15;
2012;03;07;16;62.03;53.54;
2012;03;07;17;61.74;53.42;
2012;03;07;18;62.06;55;
2012;03;07;19;62.97;62.97;
2012;03;07;20;73;73;
2012;03;07;21;67.56;66.01;
2012;03;07;22;67.1;64.3;
2012;03;07;23;62;59.99;
2012;03;07;24;57.69;52.01;
2012;03;08;1;55.65;53.54;
2012;03;08;2;49.72;49.72;
2012;03;08;3;42.69;41.6;
2012;03;08;4;38.4;38.1;
2012;03;08;5;38.2;35.07;
2012;03;08;6;38.2;38.2;
2012;03;08;7;42.57;42.57;
2012;03;08;8;49.72;49.72;
2012;03;08;9;53.54;53.54;
2012;03;08;10;55.89;53.54;
2012;03;08;11;53.54;53.54;
2012;03;08;12;53.54;53.54;
2012;03;08;13;53;52.02;
2012;03;08;14;52.36;49.72;
2012;03;08;15;50.94;45.36;
2012;03;08;16;51.94;42.57;
2012;03;08;17;48.45;41.66;
2012;03;08;18;52.56;45.63;
2012;03;08;19;56.74;52.01;
2012;03;08;20;69.67;59.28;
2012;03;08;21;67.03;59.28;
2012;03;08;22;57.56;53.54;
2012;03;08;23;52.64;52.64;
2012;03;08;24;46.06;45.92;
2012;03;09;1;38.57;38.57;
2012;03;09;2;33.13;33.13;
2012;03;09;3;32.32;20;
2012;03;09;4;31.58;20;
2012;03;09;5;33.13;20;
2012;03;09;6;31.56;20;
2012;03;09;7;35.14;35.14;
2012;03;09;8;47.19;47.19;
2012;03;09;9;50.01;50.01;
2012;03;09;10;52.13;52.13;
2012;03;09;11;53.54;53.54;
2012;03;09;12;53.54;53.54;
